PPAP Number,PPAP Req'd by Customer,Current Status,PPAP/IMDS from,FK_Customer_ID,Country,Rev,IMDS number,PPAP docs,Level,PPAP samples status,Reason of Submission,Sent to Customer,PSW returned from Cust Signed,Origin from report,Comments,INSPECTION REPORT NUMBER
PP00047-28,5/23/2025,PSW Pending Approve,VEN025,5537,Mexico,,,,4,requested,Initial Submission,6/25/2025,,*,Now requested (13-jun-2025),#N/D
PP00036-25,5/23/2025,PSW Pending Approve,VEN238,5196,Mexico,45,1426144757 / 1,,4,approved,Initial Submission,6/27/2025,,*,,PR2025010
PP00028-93,5/23/2025,PPAP ready to be sent to customer,VEN329,4018,North America,71,1201792533 / 1,,4,approved,Initial Submission,7/16/2025,,*,,PR2025015
PP00032-12,6/7/2025,PSW Pending Approve,VEN238,5438,South America,56,1201795555 / 1,6/14/2025,1,n/a,Annual validation,7/3/2025,,,,#N/D
PP00032-01,6/7/2025,PSW Pending Approve,VEN329,5422,South America,23,1200695361 / 1,,1,n/a,Annual validation,7/3/2025,,,,0
PP00032-05,6/7/2025,PSW Pending Approve,VEN329,5427,South America,23,1201408694 / 1,,1,n/a,Annual validation,7/3/2025,,,,#N/D
PP00032-08,6/7/2025,PSW Pending Approve,VEN329,5431,South America,71,1201419866 / 1,,1,n/a,Annual validation,7/3/2025,,,,#N/D
PP00032-09,6/7/2025,PSW Pending Approve,VEN329,5433,South America,23,1201420648 / 1,,1,n/a,Annual validation,7/3/2025,,,,#N/D
PP00032-11,6/7/2025,PSW Pending Approve,VEN329,5436,South America,71,1201792533 / 1,,1,approved,Annual validation,7/3/2025,,,,PR2025015
PP00066-02,6/9/2025,PSW Pending Approve,VEN025,5504,Mexico,,,,4,requested,Initial Submission,7/3/2025,,,,#N/D
PP00036-26,6/10/2025,Approved 2018,VEN025,5197,Mexico,,,,1,requested,Annual Validation,6/10/2025,5/9/2018,*,,#N/D
PP00047-30,6/10/2025,PSW Pending Approve,VEN025,5539,Mexico,,,,1,n/a,Annual Validation,6/25/2025,,*,Now requested (13-jun-2025),#N/D
PP00047-31,6/10/2025,PSW Pending Approve,VEN025,5540,Mexico,,,,1,n/a,Annual Validation,6/25/2025,,*,Now requested (13-jun-2025),#N/D
PP00024-09,6/10/2025,PSW Pending Approve,VEN329,5481,Europe,70,1201418073 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00024-10,6/10/2025,PSW Pending Approve,VEN329,5483,Europe,70,1214709577 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00024-11,6/10/2025,PSW Pending Approve,VEN329,5485,Europe,20,1230226930 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00024-12,6/10/2025,PSW Pending Approve,VEN329,5487,Europe,70,1230815655 / 1,,3,approved,Annual validation,6/27/2025,,,,PR2025016
PP00024-13,6/10/2025,PSW Pending Approve,VEN329,5489,Europe,70,1213677083 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00024-14,6/10/2025,PSW Pending Approve,VEN329,5491,Europe,70,1230868873 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00024-15,6/10/2025,PSW Pending Approve,VEN329,5493,Europe,70,1210982220 / 1,,3,n/a,Annual validation,6/27/2025,,,,#N/D
PP00047-29,6/10/2025,PSW Pending Approve,VEN025,5538,Mexico,,,,1,n/a,Annual Validation,7/3/2025,,*,Now requested (13-jun-2025),#N/D
PP00061-12,6/13/2025,Approved 2025,VEN329,5702,North America,20,1425408416 / 1,6/6/2024,4,Requested,Initial Submission,6/17/2025,2/7/2025,,,#N/D
PP00034-46,6/13/2025,Approved 2025,VEN329,4792,Mexico,20,1430612326 / 1,9/7/2025,4,approved,Initial Submission,7/9/2025,10/7/2025,,,PR2025017
PP00047-32,6/13/2025,PSW Pending Approve,VEN025,5541,Mexico,,,,4,requested,Initial Submission,6/25/2025,,,,#N/D
PP00026-51,6/19/2025,Cancelled by customer,VEN329,5659,Mexico,,,,4,Requested,Initial Submission,6/25/2025,6/25/2025,,,PR2025013
PP00026-49,6/19/2025,Approved 2025,VEN329,5658,Mexico,71,1430269436 / 1,,4,approved,Initial Submission,7/9/2025,10/7/2025,,,PR2025012
PP00047-33,6/20/2025,PSW Pending Approve,VEN025,5542,Mexico,,,1/7/2025,4,n/a,Initial Submission,7/4/2025,,*,,#N/D
PP00069-02,6/26/2025,Approved 2025,VEN329,3988,Mexico,23,1428630853 / 1,,3,PASS,Initial Submission,7/2/2025,12/8/2025,,,PR2025018
PP00047-34,6/30/2025,IMDS submited to customer,VEN025,5543,Mexico,,1428478849 / 1,,,n/a,IMDS requested,7/1/2025,1/7/2025,,,#N/D
PP00019-0002,6/30/2025,Approved 2025,VEN329,115,Mexico,20,1432978980 / 1,,4,n/a,Initial Submission,7/18/2025,7/22/2025,*,,#N/D
PP00019-0003,6/30/2025,Approved 2025,VEN025,111,Mexico,,,,4,n/a,Initial Submission,7/18/2025,7/22/2025,*,,#N/D
PP00019-0004,6/30/2025,Approved 2025,VEN025,109,Mexico,,,,4,n/a,Initial Submission,7/18/2025,7/22/2025,*,,#N/D
PP00036-27,6/30/2025,"PPAP received, pending to review files",VEN238,5198,Mexico,,,,4,n/a,Initial Submission,8/5/2025,,*,,#N/D
PP00070-01,6/30/2025,PSW Pending Approve,VEN238,4673,Costa Rica,46,1436552673 / 1,,4,Requested,Initial Submission,8/5/2025,,*,,#N/D
PP00070-02,6/30/2025,PSW Pending Approve,VEN238,4670,Costa Rica,10,1436553236 / 1,,4,Requested,Initial Submission,8/5/2025,,*,,#N/D
PP00070-03,6/30/2025,PSW Pending Approve,VEN238,4671,Costa Rica,10,1436553834 / 1,,4,Requested,Initial Submission,8/5/2025,,*,,#N/D
PP00028-85,7/1/2025,PSW Pending Approve,VEN238,5416,North America,13,1342983308 / 1,6/27/2024,1,n/a,Annual validation,7/21/2025,,,,#N/D
PP00047-25,7/2/2025,PPAP ready to be sent to customer,VEN025,5534,Mexico,,,,4,n/a,Initial Submission,7/29/2025,,,,#N/D
PP00071-05,7/3/2025,Request cancelled,VEN329,5663,Asia,,,,4,Requested,Initial Submission,7/30/2025,,,,#N/D
PP00071-01,7/3/2025,PSW Pending Approve,VEN329,5660,Asia,73,1446369969 / 1,,4,Requested,Initial Submission,9/12/2025,,,,#N/D
PP00071-02,7/3/2025,PSW Pending Approve,VEN329,5661,Asia,73,1446369986 / 1,,4,Requested,Initial Submission,9/12/2025,,,,#N/D
PP00071-04,7/3/2025,PSW Pending Approve,VEN329,5662,Asia,73,1446370013 / 1,,4,Requested,Initial Submission,9/12/2025,,,,#N/D
PP00030-17,7/7/2025,Approved 2025,VEN025,5232,Mexico,,,10/7/2024,1,n/a,Annual validation,8/1/2025,6/8/2025,,,#N/D
PP00028-04,7/9/2025,Approved 2025,VEN238,5309,North America,14,1205276080 / 1,3/15/2023,1,n/a,Annual Validation,7/29/2025,10/29/2025,,,#N/D
PP00072-19,7/9/2025,PSW Pending Approve,VEN329,5727,Europe,1,1443180952 / 1,9/14/2025,3,,Initial Submission,9/29/2025,,,,#N/D
PP00072-20,7/9/2025,PSW Pending Approve,VEN329,5728,Europe,1,1443182054 / 1,9/14/2025,3,,Initial Submission,9/29/2025,,,,#N/D
PP00072-22,7/9/2025,Approved 2025,VEN329,5730,Europe,72,1432973427 / 2,,3,,Initial Submission,7/21/2025,7/11/2025,,,PR2025009
PP00072-23,7/9/2025,Approved 2025,VEN329,5731,Europe,72,1432973538 / 2,,3,,Initial Submission,7/22/2025,7/11/2025,,,#N/D
PP00072-25,7/9/2025,Approved 2025,VEN329,4655,Europe,72,1432977928 / 2,,3,,Initial Submission,7/22/2025,7/11/2025,,,#N/D
PP00072-0034,7/9/2025,Approved 2025,VEN329,4546,Europe,73,1432979827 / 2,,3,,Initial Submission,7/31/2025,7/11/2025,,,#N/D
PP00072-33,7/9/2025,Approved 2025,VEN329,5709,Europe,73,1432979685 / 2,,3,,Initial Submission,7/31/2025,7/11/2025,,,#N/D
PP00072-35,7/9/2025,Approved 2025,VEN329,5710,Europe,73,1433361885 / 2,,3,,Initial Submission,7/31/2025,7/11/2025,,,#N/D
PP00072-37,7/9/2025,Approved 2025,VEN329,5711,Europe,73,1433363365 / 2,,3,,Initial Submission,8/1/2025,7/11/2025,,,0
PP00072-0036,7/9/2025,Approved 2025,VEN329,4553,Europe,73,1437159237 / 1,,3,,Initial Submission,8/14/2025,7/11/2025,,,#N/D
PP00072-08,7/9/2025,Approved 2025,VEN329,4656,Europe,21,1436891599 / 2,,3,,Initial Submission,8/22/2025,7/11/2025,,,#N/D
PP00072-09,7/9/2025,Approved 2025,VEN329,4660,Europe,21,1437148614 / 2,,3,,Initial Submission,8/22/2025,7/11/2025,,,#N/D
PP00072-16,7/9/2025,Approved 2025,VEN329,5724,Europe,21,1437153375 / 2,,3,,Initial Submission,8/29/2025,7/11/2025,,,#N/D
PP00072-18,7/9/2025,Approved 2025,VEN329,5726,Europe,21,1437158359 / 2,,3,,Initial Submission,8/29/2025,7/11/2025,,,#N/D
PP00072-24,7/9/2025,PSW Pending Approve,VEN329,5732,Europe,72,1432973678 / 2,,3,,Initial Submission,7/22/2025,,,,#N/D
PP00072-01,7/9/2025,PSW Pending Approve,VEN329,4552,Europe,21,1432972315 / 3,,3,,Initial Submission,7/23/2025,,,,#N/D
PP00072-30,7/9/2025,PSW Pending Approve,VEN329,4659,Europe,72,1432978372 / 2,,3,,Initial Submission,7/23/2025,,,,#N/D
PP00072-31,7/9/2025,PSW Pending Approve,VEN329,4652,Europe,20,1432978829 / 2,,3,,Initial Submission,7/23/2025,,,,#N/D
PP00072-32,7/9/2025,PSW Pending Approve,VEN329,4644,Europe,72,1432979594 / 2,,3,,Initial Submission,7/23/2025,,,,#N/D
PP00072-03,7/9/2025,PSW Pending Approve,VEN329,5708,Europe,21,1432973251 / 3,,3,,Initial Submission,7/31/2025,,,,#N/D
PP00072-28,7/9/2025,Approved 2025,VEN329,4650,Europe,73,1432978129 / 2,,3,,Initial Submission,7/31/2025,,,,#N/D
PP00072-38,7/9/2025,PSW Pending Approve,VEN329,4648,Europe,73,1433363686 / 2,,3,,Initial Submission,7/31/2025,,,,#N/D
PP00072-02,7/9/2025,PSW Pending Approve,VEN329,5715,Europe,21,1436890076 / 2,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-04,7/9/2025,PSW Pending Approve,VEN329,5716,Europe,21,1436890226 / 3,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-05,7/9/2025,PSW Pending Approve,VEN329,5717,Europe,21,1436890432 / 2,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-06,7/9/2025,PSW Pending Approve,VEN329,4657,Europe,21,1436890493 / 2,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-26,7/9/2025,PSW Pending Approve,VEN329,5733,Europe,73,1437158990 / 1,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-27,7/9/2025,PSW Pending Approve,VEN329,5734,Europe,73,1437159077 / 1,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-29,7/9/2025,PSW Pending Approve,VEN329,4554,Europe,73,1437159183 / 1,,3,,Initial Submission,8/14/2025,,,,#N/D
PP00072-40,7/9/2025,PSW Pending Approve,VEN329,5736,Europe,5,1438887805 / 1,,3,,Initial Submission,8/18/2025,,,,#N/D
PP00072-41,7/9/2025,PSW Pending Approve,VEN329,5737,Europe,5,1438891659 / 1,,3,,Initial Submission,8/18/2025,,,,#N/D
PP00072-07,7/9/2025,PSW Pending Approve,VEN329,4640,Europe,21,1436890552 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-10,7/9/2025,PSW Pending Approve,VEN329,5718,Europe,21,1437149095 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-11,7/9/2025,PSW Pending Approve,VEN329,5719,Europe,21,1437149936 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-12,7/9/2025,PSW Pending Approve,VEN329,5720,Europe,21,1437150861 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-13,7/9/2025,PSW Pending Approve,VEN329,5721,Europe,21,1437151212 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-14,7/9/2025,PSW Pending Approve,VEN329,5722,Europe,21,1437151699 / 2,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-21,7/9/2025,PSW Pending Approve,VEN238,5729,Europe,24,1437158900 / 1,,3,,Initial Submission,8/22/2025,,,,PR2025019
PP00072-39,7/9/2025,PSW Pending Approve,VEN329,5735,Europe,73,1437159287 / 1,,3,,Initial Submission,8/22/2025,,,,#N/D
PP00072-15,7/9/2025,PSW Pending Approve,VEN329,5723,Europe,21,1437152965 / 2,,3,,Initial Submission,8/29/2025,,,,#N/D
PP00072-17,7/9/2025,PSW Pending Approve,VEN329,5725,Europe,21,1437154084 / 2,,3,,Initial Submission,8/29/2025,,,,#N/D
PP00026-01,7/14/2025,Approved 2025,VEN329,5594,Mexico,73,1188884297 / 3,8/7/2024,1,n/a,Annual validation,8/11/2025,12/8/2025,,,#N/D
PP00026-02,7/14/2025,Approved 2025,VEN329,5597,Mexico,73,1188884584 / 2,8/7/2024,1,n/a,Annual validation,8/11/2025,12/8/2025,,,#N/D
PP00026-03,7/14/2025,Approved 2025,VEN329,5600,Mexico,73,1189258225 / 3,8/7/2024,1,n/a,Annual validation,8/11/2025,12/8/2025,,,#N/D
PP00026-04,7/14/2025,Approved 2025,VEN329,5603,Mexico,73,1189263052 / 2,8/7/2024,1,n/a,Annual validation,8/11/2025,12/8/2025,,,#N/D
PP00028-21,7/14/2025,Approved 2025,VEN329,5332,North America,23,1134426437 / 2,,1,n/a,Annual validation,8/1/2025,8/13/2025,,,#N/D
PP00029-18,7/14/2025,"PPAP received, pending to review files",VEN025,5136,Mexico,,,,4,n/a,Annual validation,8/5/2025,,*,,#N/D
PP00047-35,7/14/2025,PSW Pending Approve,VEN025,5545,Mexico,,,,4,n/a,Initial Submission,8/5/2025,,*,,#N/D
PP00036-28,7/14/2025,PSW Pending Approve,VEN238,5199,Mexico,46,1437981734 / 1,,4,n/a,Initial Submission,8/11/2025,,*,,0
PP00047-34,7/15/2025,PSW Pending Approve,VEN025,5544,Mexico,,,,3,n/a,Annual validation,8/7/2025,,,,#N/D
PP00045-03,7/16/2025,PSW Pending Approve,VEN329,4726,Mexico,34,1313989235 / 2,3/22/2024,4,requested,Initial Submission,8/13/2025,,,,
PP00045-04,7/16/2025,PSW Pending Approve,VEN329,4728,Mexico,34,1313992454 / 2,3/22/2024,4,requested,Initial Submission,8/13/2025,,,,
PP00038-0001,7/17/2025,Approved 2025,VEN329,4215,Mexico,73,1213984825 / 3,,4,n/a,Annual validation,7/31/2025,12/8/2025,,,#N/D
PP00038-0002,7/17/2025,"PPAP received, pending to review files",VEN329,4216,Mexico,,1213987728 / 2,,4,n/a,Annual validation,8/27/2025,,,,#N/D
PP00038-0003,7/17/2025,"PPAP received, pending to review files",VEN329,4217,Mexico,,1213993069 / 2,,4,n/a,Annual validation,8/27/2025,,,,#N/D
PP00038-0004,7/17/2025,"PPAP received, pending to review files",VEN329,4218,Mexico,,1213995715 / 2,,4,n/a,Annual validation,8/27/2025,,,,#N/D
PP00042-0029,7/23/2025,Approved 2025,VEN329,5147,Mexico,2,1438600864 / 1,,4,requested,Initial Submission,8/20/2025,8/29/2025,,,
PP00042-0030,7/23/2025,Approved 2025,VEN329,5148,Mexico,6,1438603490 / 1,,4,requested,Initial Submission,8/20/2025,8/29/2025,,,
PP00042-0031,7/23/2025,Approved 2025,VEN329,5149,Mexico,6,1438603884 / 1,,4,requested,Initial Submission,8/20/2025,8/29/2025,,,
PP00028-15,7/27/2025,Approved 2025,VEN329,55,North America,73,1231239934 / 2,,1,n/a,Annual validation,8/1/2025,8/20/2025,,,
PP00028-18,7/29/2025,Approved 2025,VEN329,5327,North America,34,1229358998 / 2,,1,n/a,Annual validation,8/20/2025,10/29/2025,,,
PP00028-22,7/30/2025,Approved 2025,VEN329,5335,North America,34,1202139545 / 2,,1,n/a,Annual validation,8/20/2025,10/27/2025,,,
PP00028-0020,7/30/2025,Approved 2025,VEN329,4016,North America,23,1132191059 / 2,,1,n/a,Annual validation,8/20/2025,3/12/2025,,,
PP00028-16,8/3/2025,Approved 2025,VEN329,5321,North America,34,1229352086 / 2,,1,n/a,Annual validation,8/21/2025,10/29/2025,,,
PP00050-01,8/4/2025,PSW Pending Approve,VEN329,4491,Europe,10,1287011450 / 1,4/9/2025,4,n/a,Annual Validation,9/30/2025,,,,
PP00050-02,8/4/2025,PSW Pending Approve,VEN329,4489,Europe,10,1287011655 / 1,4/9/2025,4,n/a,Annual Validation,9/30/2025,,,,
PP00050-03,8/4/2025,PSW Pending Approve,VEN329,4490,Europe,10,1287011745 / 1,4/9/2025,4,n/a,Annual Validation,9/30/2025,,,,
PP00050-04,8/4/2025,PSW Pending Approve,VEN329,4492,Europe,10,1287011765 / 1,4/9/2025,4,n/a,Annual Validation,9/30/2025,,,,
PP00012-04,8/4/2025,PSW Pending Approve,VEN238,4048,Mexico,56,1443833660 / 1,12/9/2025,4,Requested,Initial Submission,9/30/2025,,*,,
PP00012-05,8/4/2025,PSW Pending Approve,VEN329,4047,Mexico,18,1442324656 / 1,,4,Requested,Initial Submission,9/9/2025,,*,Requested by customer,
PP00030-14,8/4/2025,PPAP ready to be sent to customer,VEN329,4288,Mexico,34,1304247396 / 1,,4,Requested,Initial Submission,10/2/2025,,*,,
PP00049-02,8/4/2025,PSW Pending Approve,VEN329,4487,Europe,5,1448426749 / 1,,4,Requested,Initial Submission,10/6/2025,,*,,
PP00028-02,8/13/2025,Approved 2025,VEN329,53,North America,73,1194209127 / 2,,1,n/a,Annual Validation,9/8/2025,10/28/2025,,,
PP00028-17,8/17/2025,Approved 2025,VEN329,5324,North America,34,1229357372 / 2,,1,n/a,Annual Validation,9/17/2025,10/29/2025,,,
PP00072-0042,8/19/2025,PSW Pending Approve,VEN329,4538,Europe,24,1452188806 / 2,9/19/2025,3,n/a,Initial Submission,12/4/2025,,*,,
PP00072-0043,8/19/2025,PSW Pending Approve,VEN329,4539,Europe,24,1452191853 / 2,9/19/2025,3,n/a,Initial Submission,12/4/2025,,*,,
PP00072-0044,8/19/2025,PSW Pending Approve,VEN329,4540,Europe,24,1452192254 / 2,9/19/2025,3,n/a,Initial Submission,12/4/2025,,*,,
PP00072-0046,8/19/2025,PSW Pending Approve,VEN329,4550,Europe,24,1452192611 / 2,9/19/2025,3,n/a,Initial Submission,12/4/2025,,*,,
PP00072-0048,8/19/2025,PSW Pending Approve,VEN329,4556,Europe,24,1452193050 / 2,9/19/2025,3,n/a,Initial Submission,12/4/2025,,*,,
PP00072-0045,8/19/2025,PSW Pending Approve,VEN329,4541,Europe,24,1452192469 / 3,9/19/2025,3,n/a,Initial Submission,12/5/2025,,*,,
PP00072-0047,8/19/2025,PSW Pending Approve,VEN329,4551,Europe,24,1452192175 / 2,9/19/2025,3,n/a,Initial Submission,12/5/2025,,*,,
PP00072-0049,8/19/2025,PSW Pending Approve,VEN329,4559,Europe,24,1452193338 / 2,9/19/2025,3,n/a,Initial Submission,12/5/2025,,*,,
PP00072-50,8/19/2025,"PPAP received, pending to review files",VEN329,4557,Europe,,1452193679 / 2,9/23/2025,3,n/a,Initial Submission,,,*,,
PP00034-47,8/19/2025,PSW Pending Approve,VEN329,4807,Mexico,9,1451622447 / 1,2/10/2025,3,requested,Initial Submission,10/7/2025,,,,
PP00074-01,8/19/2025,Pending IMDS ID number,VEN025,5201,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-02,8/19/2025,Pending IMDS ID number,VEN025,5202,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-03,8/19/2025,Pending IMDS ID number,VEN025,5203,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-04,8/19/2025,Pending IMDS ID number,VEN025,5204,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-05,8/19/2025,Pending IMDS ID number,VEN025,5205,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-06,8/19/2025,Pending IMDS ID number,VEN025,5206,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-07,8/19/2025,Pending IMDS ID number,VEN025,5207,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-08,8/19/2025,Pending IMDS ID number,VEN025,5208,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-09,8/19/2025,Pending IMDS ID number,VEN025,5209,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-10,8/19/2025,Pending IMDS ID number,VEN025,5210,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-11,8/19/2025,Pending IMDS ID number,VEN025,5211,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-12,8/19/2025,Pending IMDS ID number,VEN025,5212,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-13,8/19/2025,Pending IMDS ID number,VEN025,5213,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-14,8/19/2025,Pending IMDS ID number,VEN025,5214,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-15,8/19/2025,Pending IMDS ID number,VEN025,5215,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-16,8/19/2025,Pending IMDS ID number,VEN025,5216,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-17,8/19/2025,Pending IMDS ID number,VEN025,5217,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-18,8/19/2025,Pending IMDS ID number,VEN025,5218,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00074-19,8/19/2025,Pending IMDS ID number,VEN025,5219,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-01,8/19/2025,Pending IMDS ID number,VEN025,5220,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-02,8/19/2025,Pending IMDS ID number,VEN025,5221,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-03,8/19/2025,Pending IMDS ID number,VEN025,5222,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-04,8/19/2025,Pending IMDS ID number,VEN025,5223,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-05,8/19/2025,Pending IMDS ID number,VEN025,5224,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00075-06,8/19/2025,Pending IMDS ID number,VEN025,5225,Europe,,,,3,n/a,Initial Submission,8/26/2025,,*,,
PP00027-04,8/27/2025,PSW Pending Approve,VEN238,4570,Europe,27,1146793758 / 1,4/3/2025,4,n/a,Initial Submission,8/27/2025,,,,0
PP00032-38,8/27/2025,Approved 2025,VEN329,5462,South America,73,1180241318 / 2,3/9/2025,3,n/a,Initial Submission,9/5/2025,10/9/2025,,,
PP00042-0033,8/27/2025,Approved 2025,VEN238,5151,Mexico,1,1443853357 / 2,3/9/2025,3,requested,Initial Submission,9/11/2025,9/19/2025,,,
PP00042-0032,8/27/2025,Approved 2025,VEN329,5150,Mexico,6,1443852771 / 1,,3,requested,Initial Submission,9/11/2025,12/9/2025,,,
PP00024-27,8/28/2025,Approved 2025,VEN329,5500,Europe,73,1445499406 / 1,12/9/2025,3,requested,Initial Submission,9/17/2025,10/29/2025,,,
PP00045-0006,9/2/2025,Approved 2025,VEN329,4729,Mexico,7,1447478907 / 2,12/9/2025,3,requested,Initial Submission,9/30/2025,10/27/2025,,,
PP00034-48,9/6/2025,Mat Cert sent to customer,VEN025,4739,Mexico,,,,4,n/a,Annual validation,9/11/2025,,,,
PP00072-51,9/8/2025,"PPAP received, pending to review files",VEN329,5712,Europe,19,1452193718 / 2,7/11/2025,3,Requested,Initial Submission,,,,,
PP00047-36,9/9/2025,PSW Pending Approve,VEN025,5546,Mexico,,,9/23/2025,3,n/a,Annual validation,9/24/2025,,,,
PP00042-0034,9/9/2025,Approved 2025,VEN329,5152,Mexico,10,1443856561 / 1,,3,n/a,Initial Submission,9/10/2025,9/19/2025,,,
PP00012-01,9/10/2025,PSW Pending Approve,VEN238,4045,Mexico,46,1076153443 / 2,12/9/2025,2,n/a,Annual Validation,9/30/2025,,,,
PP00042-0013,9/12/2025,Approved 2025,VEN329,5140,Mexico,7,1289739461 / 2,9/23/2025,4,approved,Initial Submission,10/10/2025,10/16/2025,,,
PP00027-10,9/17/2025,PSW Pending Approve,VEN238,4574,Europe,13,1137288954 / 3,9/25/2025,3,requested,Change of rev,9/30/2025,,,,
PP00027-11,9/17/2025,PSW Pending Approve,VEN238,4575,Europe,13,1137289592 / 3,9/25/2025,3,requested,Change of rev,9/30/2025,,,,
PP00036-29,9/18/2025,Approved 2025,VEN025,5200,Mexico,,,,3,n/a,Initial Submission,9/23/2025,9/24/2025,,,
PP00042-0035,9/19/2025,Approved 2025,VEN329,5153,Mexico,7,1449841281 / 1,9/24/2025,3,requested,Initial Submission,10/14/2025,10/16/2025,,,
PP00034-48,9/22/2025,PSW Pending Approve,VEN025,4739,Mexico,,,,1,n/a,Annual validation,10/9/2025,,,,
PP00024-01,9/23/2025,PSW Pending Approve,VEN238,4498,Europe,16,1173706697 / 1,1/10/2025,1,n/a,Annual validation,10/9/2025,,,,
PP00019-0005,9/26/2025,Approved 2025,VEN025,110,Mexico,,,10/13/2025,4,n/a,Initial Submission,10/16/2025,10/17/2025,*,,
PP00042-0036,10/1/2025,Approved 2025,VEN329,5154,Mexico,11,1453153779 / 1,10/21/2025,3,requested,Initial Submission,10/27/2025,5/11/2025,,,
PP00042-0037,10/1/2025,Approved 2025,VEN329,5155,Mexico,11,1453153974 / 1,10/21/2025,3,requested,Initial Submission,10/27/2025,5/11/2025,,,
PP00042-0038,10/1/2025,Approved 2025,VEN329,5156,Mexico,11,1453154017 / 1,10/21/2025,3,requested,Initial Submission,10/27/2025,5/11/2025,,,
PP00042-0039,10/1/2025,Approved 2025,VEN329,5157,Mexico,11,1453154141 / 2,10/21/2025,3,requested,Initial Submission,10/27/2025,5/11/2025,,,
PP00031-0009,10/6/2025,Approved 2025,VEN238,4566,Europe,57,1453798855 / 1,10/13/2025,3,approved,Initial Submission,10/28/2025,11/17/2025,*,,PR2025023
PP00061-15,10/6/2025,"PPAP received, pending to review files",VEN329,5714,North America,,,10/21/2025,3,Requested,Initial Submission,10/30/2025,,*,,
PP00047-0037,10/6/2025,"PPAP received, pending to review files",VEN329,5505,Mexico,,1454679766 / 1,10/21/2025,3,Requested,Initial Submission,11/3/2025,,*,,
PP00047-0039,10/6/2025,"PPAP received, pending to review files",VEN329,5507,Mexico,,1454681820 / 1,10/21/2025,3,Requested,Initial Submission,11/3/2025,,*,,
PP00047-40,10/6/2025,"PPAP received, pending to review files",VEN329,5547,Mexico,,,10/21/2025,3,n/a,Initial Submission,11/3/2025,,*,,
PP00047-41,10/6/2025,"PPAP received, pending to review files",VEN329,5548,Mexico,,,10/21/2025,3,Requested,Initial Submission,11/3/2025,,*,,
PP00047-42,10/6/2025,"PPAP received, pending to review files",VEN329,5549,Mexico,,,10/21/2025,3,Requested,Initial Submission,11/3/2025,,*,,
PP00047-43,10/6/2025,"PPAP received, pending to review files",VEN329,5550,Mexico,,,10/21/2025,3,Requested,Initial Submission,11/3/2025,,*,,
PP00047-0038,10/6/2025,"PPAP received, pending to review files",VEN329,5506,Mexico,,,3/11/2025,3,n/a,Initial Submission,11/3/2025,,*,,
